APURCH,unique,age,gendf,gendm,pcode,atmcrd,paydep,DUMNOCHQ,BALCHQ,DUMNOSAV,BALSAV,TOTDEP,DUMNOLOAN,BALLOAN,DUMNOLOC,BALLOC,DUMNOMRGG,BALMRGG,NEWLOC,NEWMRGG,TXBRAN,TXATM,TXPOS,TXCHQ,TXWEB,TXTEL,TOTSERV,CHNMSERV,CHNMPRD,valsegm,NINDINC1,numrr1,avginc1,avginv1
Y,6674,50,0,1,V8P4A2,1,1,0,1440.705833,0,768.8058333,4516.993333,1,0,1,0,0,428553.9,0,0,6,13.75,35.58333333,14.33333333,10.58333333,0,4.2,-1,-1,A,510,200,27535.29412,3361.538462
N,6676,22,1,0,V6L2M9,1,0,0,4467.898333,0,0,9695.360833,1,0,1,0,1,0,0,0,0.583333333,3.166666667,15.41666667,1.416666667,0,0,4,0,0,D,550,290,65689.09091,8823.636364
N,6682,52,0,1,V4E3C8,0,1,0,5087.648333,0,65.85,5231.813333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,D,770,300,30057.14286,2431.707317
N,6692,61,0,1,V8N1B6,1,0,0,35.615,0,1235.295,1348.36,1,0,0,411.0116667,0,136393.7125,0,0,0.583333333,1,17,0,0,0,5,0,0,A,360,150,33305.55556,6214.285714
Y,6697,52,0,1,V8S3N7,1,1,0,1444.955833,0,26282.93833,28055.23167,1,0,0,10810.91167,1,0,0,0,16.16666667,1.5,2.5,12,12,0,4,0,0,C,500,200,34710,8558.536585
N,6710,68,1,0,V3R8L3,0,0,1,0,0,0,4680.845833,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,D,630,230,28607.93651,2000
Y,6712,42,0,1,V4C6X5,1,1,0,901.9683333,0,1875.339167,2851.1725,0,9803.6,0,34.49583333,1,0,0,0,1.25,3.916666667,32.5,4.416666667,5.916666667,0,4.1,-1,-1,D,640,280,34968.75,1788.461539
Y,6719,33,0,1,V2X7S9,1,0,0,0,1,0,57.7825,1,0,0,2306.695,1,0,0,0,0.083333333,0.75,0.166666667,0,0,0,3,0,0,D,760,440,30309.21053,1584
Y,6720,48,1,0,V3V6E4,1,1,0,117.7414286,0,2101.6925,11469.025,0,1036.793333,1,0,1,0,0,0,3.583333333,3.166666667,35.66666667,0,0,0,4.7,1,1,D,930,300,26105.37634,1564.516129
N,6721,28,0,1,V3V6E4,1,1,0,1956.94125,0,161.4875,1516.925,0,12928.07,1,0,1,0,0,0,0.416666667,6.5,18.33333333,1.416666667,0,0,3.8,1,2,D,930,300,26105.37634,1564.516129
N,6727,38,1,0,V4C4A8,1,1,0,0,0,3632.155833,3771.308333,0,18622.565,0,17931.53667,1,0,0,0,0.666666667,8.75,6.416666667,10.5,10.25,0,4,0,1,B,1090,450,32701.83486,2636.956522
N,6733,52,0,1,V5B2L8,1,1,0,0,0,3.833333333,85.8175,0,24376.54,0,3753.656364,0,32425.78,0,0,5.083333333,9.416666667,8.666666667,0,0,0,5,0,1,C,730,310,27343.83562,4222.44898
N,6740,37,1,0,V3C6A7,1,1,0,0,1,0,178.3225,1,0,0,2579.141667,0,148159.4233,0,0,0.166666667,2.166666667,0.583333333,0.916666667,0,0,4,0,0,A,600,280,34206.66667,1430.434783
N,6741,51,0,1,V3B7W9,1,0,0,558.96,1,0,745.5966667,1,0,1,0,0,120705.1292,0,0,6.583333333,0.25,1,0.083333333,0,0,3,0,0,B,840,300,27598.80952,1551.851852
Y,6750,46,1,0,V5C1M7,1,0,0,10896.1875,1,0,14230.54917,1,0,0,516.2733333,1,0,0,0,1.083333333,5.916666667,19.33333333,1.416666667,1.333333333,0,3.7,-2,-2,D,640,300,39315.625,4418.181818
N,6755,59,1,0,V5H1A8,0,0,0,237.0058333,0,6,302.6616667,1,0,1,0,1,0,0,0,0.166666667,0,0,0,0,0,3,0,0,E,770,350,29423.37662,3896.61017
Y,6757,40,0,1,V5T1J3,0,0,0,10965.91333,1,0,41162.90833,1,0,0,8938.17,0,332459.9775,0,0,0.5,0,0,0.5,0.083333333,0,5,0,0,A,120,40,21641.66667,3225
N,6759,53,0,1,V6R2E7,1,1,0,12586.35083,1,0,12685.58583,1,0,0,0,1,0,0,0,0.083333333,5.166666667,0.333333333,8.666666667,0,0,3,0,0,D,580,280,35306.89655,3420
N,6760,68,1,0,V2T5T1,0,1,0,2502.226667,1,0,59568.18417,1,0,0,0,1,0,0,0,6.083333333,0,0,2.583333333,0,0,3.7,-1,-3,D,880,300,26445.45455,6319.69697
N,6761,28,1,0,V4C2W1,1,0,1,0,0,18077.60833,18135.07333,1,0,1,0,1,0,0,0,2.083333333,2,4.666666667,0,0,0,2,0,0,C,850,280,27120,1421.428571
N,6771,59,0,1,V2V3M5,0,0,0,176.0433333,1,0,240.685,0,3681.709167,1,0,1,0,0,0,0.583333333,0,0,0,0,0,3,0,1,D,730,210,25053.42466,952.9411765
Y,6793,39,0,1,V5M2L1,0,0,0,0,1,0,1.8825,0,31526.21417,0,13491.61714,0,165734.7773,1,1,0.833333333,0,0,0,0,0,4.6,2,3,D,930,430,24732.25807,4220
Y,6802,54,1,0,V4C4W9,1,0,0,1671.954167,1,0,1741.141667,1,0,1,0,1,0,0,0,1.166666667,0.666666667,3.75,0.5,0,0,2,0,0,E,840,340,30679.76191,2205.882353
Y,6811,61,1,0,V5V1P4,0,0,0,784.5775,1,0,888.53,1,0,1,0,1,0,0,0,0.083333333,0,0,0,0,0,2,0,0,D,710,290,24725.35211,2761.111111
N,6821,52,0,1,V5J2H6,1,0,0,7671.991667,1,0,7728.074167,1,0,0,0,1,0,0,0,0.083333333,1.333333333,0,0.5,0,0,3,0,0,D,490,170,23167.34694,3014.285714
N,6822,32,0,1,V5T1P6,1,1,0,163.6716667,1,0,257.7791667,0,1034.208889,0,3901.690833,0,59765.01833,0,0,0.166666667,3.333333333,7.833333333,1.916666667,0.583333333,0,4.7,-1,-1,C,770,260,22277.92208,1814.285714
N,6843,50,1,0,V6J1J2,1,0,0,1393.484167,1,0,1608.641667,1,0,0,0,1,0,0,0,0.333333333,10.66666667,0,2.416666667,0,0,3,0,0,D,690,330,36242.02899,2139.285714
Y,6849,34,0,1,V3K1N2,1,0,0,1262.1925,1,0,1327.1175,1,0,1,0,1,0,0,0,2.666666667,8.583333333,15,2.5,0,0,2,0,0,D,750,320,32108,2148.571429
Y,6851,26,0,1,V6B6K5,1,0,0,2070.5125,1,0,2141.325,1,0,1,0,0,223756.9533,0,0,1.666666667,18.25,17.75,2.666666667,0,0.083333333,3,0,-1,B,280,120,40907.14286,3991.666667
Y,6855,42,0,1,V5P1V2,1,0,0,663.785,0,45.45833333,2959.774167,0,169.8133333,1,0,1,0,0,0,6.5,27.33333333,7.583333333,4.75,0,0,3.5,-2,-5,D,950,410,20696.84211,4422.972973
N,6858,25,0,1,V7M1B4,1,0,1,0,0,196.5133333,896.0075,1,0,1,0,1,0,0,0,0.416666667,1.166666667,0.333333333,0,0,0,2.9,-1,-1,D,950,370,34233.68421,5682.978723
Y,6860,27,0,1,V8R6G1,0,0,1,0,0,752.5025,10941.06,1,0,1,0,1,0,0,0,0.166666667,0,0,0,0,0,3,0,1,D,260,120,56523.07692,21044.82759
N,6885,69,1,0,V5N3R8,0,0,0,9440.510833,0,0,134212.4108,1,0,1,0,1,0,0,0,2.25,0,0,0,0,0,5.1,-2,-5,B,1000,420,23361,2650
Y,6887,30,0,1,V4L1Y2,1,1,0,333.4075,0,152.7233333,1022.3525,0,1349.335,0,5364.8,0,213224.5133,0,1,1.5,12.5,54.33333333,2.666666667,2.166666667,0,5.2,-1,-2,D,440,200,43700,5707.5
N,6888,36,1,0,V5M1A3,1,0,0,1,0,2288.495,12520.885,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,D,790,360,25839.24051,3603.846154
Y,6893,36,1,0,V3V4Y8,1,0,0,364.7441667,1,0,439.4916667,1,0,0,237.6316667,1,0,0,0,0.25,3.25,14.91666667,5.5,0,0,3,0,0,D,310,110,28280.64516,2084.615385
N,6926,31,0,1,V3S8Z6,1,0,1,0,0,919.62,982.785,1,0,1,0,1,0,0,0,0.083333333,1.25,4.666666667,0,0,0,2,0,0,D,950,380,33321.05263,1772.727273
Y,6929,44,0,1,V5R4K5,1,0,0,0,1,0,7915.280833,0,4013.475714,0,4406.919167,1,0,0,0,14.16666667,2,12.5,2,0,0,4.5,-1,-1,D,940,350,21682.97872,2254.761905
N,6933,27,1,0,V7H2K7,1,1,0,725.8941667,0,178.7633333,7750.46,0,3812.745,1,0,1,0,0,0,0.833333333,2.75,1.5,1.083333333,2.666666667,0,5,0,-1,D,870,360,42075.86207,4646.666667
N,6934,67,1,0,V5N2Z6,0,0,0,126.705,1,0,1122.2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,D,800,280,21352.5,2637.209302
N,6941,61,1,0,V6V1E1,1,0,0,3547.174167,0,1276.085,6715.140833,1,0,0,694.5141667,1,0,0,0,1.083333333,0.833333333,1.416666667,4.583333333,0,0,4,0,-1,D,5620,2380,30891.1032,3029.245283
N,6949,28,0,1,V5W3M2,1,1,0,197.8666667,0,0,250.5741667,1,0,1,0,1,0,0,0,1.416666667,6.583333333,18.33333333,0.166666667,0,0.083333333,3,0,-1,E,920,340,25502.17391,2600
N,6958,55,0,1,V4B3B9,1,1,0,237.9025,0,347.7833333,924.9883333,1,0,0,1892.5725,1,0,0,0,2.583333333,2.5,3.166666667,0.5,8,0,4,0,0,D,570,230,40454.38597,5464.705882
N,6964,53,0,1,V6H1B6,1,0,0,536.8233333,0,150.8608333,996.8675,1,0,0,11.5275,1,0,0,0,1.583333333,6.25,15.16666667,1.416666667,4.25,0,4.3,0,0,D,680,330,42635.29412,5764.102564
Y,6971,30,0,1,V5K3E1,1,0,1,0,0,708.3933333,12982.94417,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,D,900,430,28682.22222,2977.777778
N,6973,52,0,1,V6N1Y6,1,0,0,5794.7725,0,5,6288.546667,1,0,1,0,1,0,0,0,0.833333333,1.666666667,0.583333333,7.5,4,0,3,0,0,D,500,160,62094,11667.3913
Y,6981,30,1,0,V6N2K2,1,1,0,879.1708333,0,50.175,984.9233333,1,0,1,0,1,0,0,0,0.583333333,5.166666667,3.416666667,0,0,0,3,0,0,D,630,230,48017.46032,7456.140351
Y,6994,36,0,1,V3W5Y5,0,0,0,10458.88583,0,0,10994.21833,1,0,0,20107.51333,0,19673.067,0,0,1.5,0,0,3.166666667,0,0,4.8,-1,-1,D,1580,470,22446.20253,1540.350877
Y,6999,56,1,0,V5W1X3,1,1,0,1438.646667,0,341.8866667,1832.733333,0,17715.15167,0,75.98,1,0,0,0,13.66666667,2.5,19.25,3.083333333,0,0,5,0,1,C,900,390,27944.44444,2866.666667
Y,7002,45,0,1,V6R1V9,1,0,0,0,0,5.320833333,1565.435833,1,0,0,68523.13833,0,264868.1367,0,0,4.333333333,5.666666667,0,4.75,5.416666667,0,5,0,2,A,580,280,35306.89655,3420
Y,7006,54,1,0,V3K2R2,1,1,0,2819.425,0,2216.539167,5124.049167,1,0,0,0,1,0,0,0,0.416666667,6.583333333,24.5,11.83333333,6.75,0,4,0,0,D,530,180,26900,3151.851852
N,7009,55,0,1,V6P4P4,1,1,0,788.805,0,1496.8875,4263.055833,1,0,0,1782.216667,1,0,0,0,3.25,6.416666667,1.416666667,5.083333333,0.583333333,0,5,0,0,D,920,390,27444.56522,3439.68254
N,7011,41,0,1,V6L1X2,1,0,0,81.42,0,25.92,174.7775,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,E,560,270,52989.28571,7940.384615
N,7017,42,1,0,V5G1Y7,1,0,1,0,0,148.055,880.3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,D,220,110,45845.45455,7976.470588
Y,7021,60,0,1,V5N1J1,1,1,0,0,0,1092.448333,21191.55833,0,2950.144,0,20509.20917,1,0,0,0,1.583333333,17.41666667,1.333333333,0.25,0,0,5.8,-1,-1,C,940,360,26831.91489,2815.384615
Y,7027,52,0,1,V3W3C1,1,0,0,13.88666667,0,0,210.9291667,1,0,0,8700.463333,0,246950.83,0,0,3.083333333,14.33333333,13.83333333,1.166666667,3.416666667,0.083333333,4.4,-1,-1,A,730,150,19941.09589,1590.322581
N,7031,49,1,0,V3B5P8,1,0,0,1961.7975,1,0,2114.465,1,0,1,0,1,0,0,0,0.666666667,5.583333333,38.83333333,5.916666667,3.083333333,0,2,0,0,D,760,320,35286.84211,1719.354839
Y,7036,64,1,0,V5B1P2,1,0,0,1226.635,0,0.03,1811.184167,1,0,0,607.0858333,0,96187.7725,0,0,5.916666667,3.083333333,24.58333333,0.583333333,0,0,5.2,1,1,D,760,350,34123.68421,2748.93617
N,7042,48,0,1,V4N1V8,0,0,0,153.6958333,0,63.06,299.9908333,1,0,1,0,1,0,0,0,0.083333333,0,0,0,0,0,3,0,0,E,990,380,35365.65657,3101.492537
N,7044,48,0,1,V6L2Z8,1,0,0,1840.486667,0,62.77666667,2050.888333,1,0,0,683.6025,1,0,0,0,0.666666667,5.5,13.58333333,2.416666667,3.583333333,0,4,0,0,D,610,290,49693.44262,6136.842105
N,7045,48,0,1,V3R7E6,1,1,0,7855.604167,1,0,7955.269167,0,11521.479,0,160.7291667,0,22701.64417,0,0,1.25,3.833333333,6.25,10.16666667,3.833333333,0,5,0,1,D,880,300,27838.63636,2016.216216
Y,7051,37,1,0,V6K1J2,1,1,0,1727.115833,0,28.425,2028.145833,1,0,0,598.1925,1,0,0,0,0.666666667,2.583333333,12.41666667,0,3.083333333,0,4,0,0,D,430,230,39495.34884,5161.111111
N,7052,28,1,0,V5V2V4,1,0,0,90.8775,1,0,1091.4625,0,2950.6425,1,0,1,0,0,0,0.416666667,3.333333333,4.75,0,3.083333333,0,2.8,0,0,E,920,390,28457.6087,4456.097561
N,7054,61,0,1,V6R2V3,1,0,0,231.4258333,0,3530.63,3817.405833,1,0,1,0,1,0,0,0,0.166666667,1.833333333,0,0,0,0,3,0,0,D,550,270,48861.81818,5805.405405
N,7061,60,1,0,V3B1H7,0,0,0,23508.61833,1,0,117933.6767,1,0,1,0,1,0,0,0,0.25,0,0,4,0,0,3,0,0,B,840,300,27598.80952,1551.851852
N,7066,45,0,1,V7E6E6,1,1,0,0,1,0,100.3375,0,3117.028,0,8318.770833,1,0,0,0,0,19,20.83333333,4.166666667,0,0,3.8,0,0,D,520,230,30400,3764.102564
N,7067,56,1,0,V5S1E4,1,0,0,912.05,0,1876.584167,2867.896667,1,0,1,0,1,0,0,0,2.333333333,0.25,0,0.666666667,0,0,3,0,0,D,360,160,27372.22222,3317.857143
N,7069,41,0,1,V1V1A7,1,0,0,0,1,0,330.77,1,0,0,4342.87,0,103003.6508,0,0,1,0.083333333,2.583333333,0.25,0,0,4,0,0,C,910,440,36702.1978,4919.354839
Y,7090,45,0,1,V7N2J8,1,0,0,10189.81333,0,798.1625,18155.00833,0,18936.65167,0,0,1,0,0,0,2.75,0.583333333,1.75,0.583333333,1,0,6,0,0,B,640,260,34684.375,4176.31579
Y,7109,57,0,1,V5Z4K7,1,0,0,15032.84417,1,0,19310.03167,1,0,0,0,1,0,0,0,1.166666667,2.833333333,0,2.75,0,0,4,0,0,D,620,300,44690.32258,4983.333333
Y,7117,25,1,0,V5R6G4,1,1,0,1297.93,0,1398.586667,2714.949167,1,0,1,0,1,0,0,0,0.166666667,8.75,13.75,0,2.75,0.083333333,3,0,0,D,830,360,25830.12048,1837.209302
N,7118,21,0,1,V2P1J8,0,0,0,5.2875,1,0,50.13583333,1,0,1,0,0,61346.84833,0,0,0.833333333,2.5,0.916666667,0.333333333,0,0,3,0,0,B,510,130,23254.90196,1505.882353
N,7119,53,1,0,V5M2T4,0,0,0,9.248333333,0,0,16128.2475,1,0,1,0,1,0,0,0,0.833333333,0,0,0,0,0,4,0,0,D,770,370,25316.88312,2705.084746
N,7123,69,0,1,V3X3P3,1,0,0,778.2283333,1,0,14451.76333,1,0,0,0,0,212451.5092,0,0,1,0,0,0,0,0,5,0,0,A,670,60,29314.92537,2541.37931
N,7127,50,0,1,V6X3Y5,1,0,0,715.915,0,49210.175,64106.83917,1,0,1,0,1,0,0,0,0.333333333,0,0,0.25,0,0,4,0,0,B,100,30,31450,5942.857143
N,7138,50,1,0,V5N1M5,1,0,0,4473.061667,0,2617.5075,24749.30667,1,0,0,3276.785833,0,58993.68083,0,0,3.666666667,0.916666667,6.833333333,3.25,0.833333333,0,6,0,0,B,800,360,29835,2482.051282
Y,7153,57,0,1,V6K1S3,1,1,0,4479.9475,0,980.5366667,17857.85917,1,0,0,0,1,0,0,0,3.833333333,3.583333333,0.25,1.25,0,0,4.4,1,1,D,690,360,38546.37681,3636.666667
Y,7155,64,1,0,V3H2T5,1,0,0,5739.596667,1,0,115167.0825,1,0,1,0,1,0,0,0,4.25,0.083333333,0,3.666666667,0,0,3,0,-3,D,880,400,36070.45455,2347.222222
Y,7159,40,0,1,V6M4B3,1,0,0,4178.164167,0,0,4307.396667,1,0,0,1296.058333,1,0,0,0,1.583333333,6.583333333,0.666666667,4.166666667,1.833333333,0,4,0,0,D,350,290,33928.57143,9312.195122
Y,7167,42,0,1,V5N2M4,1,0,0,0,0,862.6608333,1078.898333,1,0,0,3596.704167,0,172073.3042,0,0,3,0,0,0,0,0,5,0,0,A,910,360,23976.92308,2698.113208
N,7168,34,0,1,V5X1H2,1,0,0,2704.04,1,0,3181.14,1,0,1,0,0,203765.6867,0,0,0.833333333,0,0,0,0,0,3,0,0,A,1150,290,22453.04348,3550.847458
N,7170,36,1,0,V3W1W6,0,0,0,2245.288333,0,1387.1125,50293.88083,1,0,1,0,1,0,0,0,4.166666667,0,0,1.75,0,0,3.4,1,3,C,1250,390,24876,2270.212766
Y,7175,56,1,0,V3E3G4,1,1,0,3217.716667,0,1641.091667,35766.02917,1,0,0,187.3408333,0,90769.3775,0,1,0.833333333,2.5,3,1.5,3.166666667,0,5.4,1,2,D,13940,6000,35419.65567,3462.994012
N,7176,37,0,1,V8P3W2,1,0,0,102.2141667,0,208.6875,409.8166667,1,0,0,6128.9375,1,0,0,0,4,0.916666667,2.916666667,0.833333333,2.916666667,0,4,0,3,D,540,270,33487.03704,6583.72093
Y,7182,46,0,1,V6B3N6,0,0,0,127.5583333,1,0,323.3408333,1,0,0,0,0,186955.235,0,0,0.083333333,0,0,0,0,0,4,0,0,B,310,90,27325.80645,3240
N,7185,25,1,0,V5P4C9,0,0,1,0,1,0,8.09,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,E,1010,460,22211.88119,3359.493671
N,7193,42,1,0,V5N3T3,0,0,0,3.5,0,0,67.80666667,1,0,1,0,1,0,0,0,0.166666667,0,0,0,0,0,3,0,0,E,890,350,23059.55056,2669.387755
Y,7199,42,0,1,V7G1V8,0,0,0,1774.269167,0,0,2092.694167,1,0,0,74.33,0,235597.1729,0,1,0.166666667,0,0,0,0,0,4.7,1,1,E,420,210,50938.09524,8945.454546
Y,7204,62,1,0,V5V3T4,1,1,0,2207.918333,0,14517.39917,23614.19917,1,0,1,0,1,0,0,0,0.25,1.333333333,21,2.583333333,2.5,0,3.2,-1,-1,D,640,270,24410.9375,2431.25
Y,7210,51,1,0,V2X6E4,1,1,0,268.2316667,0,312.7816667,669.1383333,0,6409.9375,1,0,1,0,0,0,0.25,11.25,24.33333333,1.75,0,0,4,0,0,D,740,130,26010.81081,2107.407407
N,7215,60,0,1,V4P2G6,1,1,0,884.3958333,0,0,1068.195833,1,0,0,1457.2175,1,0,0,0,1.416666667,4.416666667,0,9.5,5.333333333,0,4,0,0,D,780,320,52410.25641,5392.1875
N,7239,53,1,0,V4A8V1,1,0,0,3.213333333,1,0,49.28833333,1,0,0,7680.993333,1,0,0,0,0,0.666666667,0,0,0.083333333,0,3,0,0,E,550,240,36387.27273,5925.396825
N,7242,60,1,0,V3W0N9,1,1,0,2517.976667,0,13.64,2666.981667,0,10589.41667,0,0,1,0,0,0,1.416666667,7.25,1.25,2.25,0,0,4.2,0,0,D,1380,520,30894.2029,2150.793651
Y,7245,46,1,0,V7E1T9,1,1,0,975.8466667,0,1754.1375,2816.236667,1,0,0,45.4925,1,0,0,0,2.166666667,7,26.16666667,8.916666667,6.333333333,0.083333333,4,0,0,D,790,390,34837.97468,3002.272727
N,7249,54,0,1,V6P2V8,0,0,0,128.695,1,0,194.4025,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,E,480,170,29333.33333,8313.157895
Y,7260,51,1,0,V4A1Y6,1,0,0,0,1,0,51.0925,1,0,0,1615.361667,1,0,0,0,0.166666667,1.416666667,0.083333333,0,0,0,3,0,0,D,720,330,51079.16667,9975.510204
N,7261,69,0,1,V5J5A2,0,1,0,32648.2125,0,230.0183333,94428.36333,1,0,0,0,0,172795.0817,0,0,11.75,0,0,2.5,0,0,6,0,2,A,290,130,41572.41379,4400
Y,7262,60,1,0,V5P3Y7,0,0,0,6353.0275,1,0,10613.52917,1,0,1,0,0,88651.8075,0,0,6.5,0,0,0.25,0,0,3.5,1,1,C,850,370,25721.17647,3316.41791
Y,7270,29,1,0,V5B3Y3,1,0,1,0,0,605.8891667,689.4991667,1,0,1,0,1,0,0,0,0.25,0.166666667,0.666666667,0,0.5,0,2,0,0,E,690,250,25071.01449,2200
Y,7276,41,0,1,V2R1R2,1,0,0,211.015,1,0,763.1558333,0,7652.9175,1,0,1,0,0,0,2.666666667,12.58333333,17.58333333,0,0,0,4,0,1,D,12070,4080,28209.27921,3466.356589
Y,7278,32,1,0,V7L2N6,1,0,0,880.93,0,12.37,490.9725,1,0,1,0,1,0,0,0,0.166666667,2.75,1.75,0.166666667,0.666666667,0,2.6,1,1,E,760,340,29742.10526,4091.666667
Y,7280,37,0,1,V4N4R2,1,1,0,13189.48667,1,0,13926.57417,1,0,0,67.34666667,0,222210.6442,0,0,3.166666667,2.25,27.33333333,3.583333333,0,0,4,0,-1,A,1230,490,29393.49594,3401.818182
Y,7288,40,1,0,V5R3T2,1,0,0,964.7066667,1,0,1057.546667,1,0,1,0,1,0,0,0,6.083333333,4.416666667,6.916666667,0.166666667,0,0,2,0,0,D,960,380,22125,1891.37931
Y,7298,37,0,1,V3T1C5,0,0,0,7604.2075,1,0,28491.80833,1,0,0,124898.5946,0,156227.1,0,1,4.333333333,0,0,0,0,0.083333333,4.3,1,2,A,840,320,23792.85714,1544.827586
N,7300,54,0,1,V3B1H5,1,0,0,2369.201667,0,396.2816667,2925.290833,1,0,1,0,0,49687.17583,0,0,5.666666667,5.25,0.25,0,0,0,4,0,0,C,250,90,28480,2108.333333
Y,7315,53,0,1,V6H1B7,1,0,0,0,0,142.2433333,534.1383333,1,0,0,60180.93583,0,212701.1817,0,0,10,0,0,6.416666667,3.083333333,0,5,0,0,A,680,330,42635.29412,5764.102564
N,7316,56,0,1,V3R5L2,1,0,0,149.7941667,0,848.0066667,1829.060833,1,0,0,0,0,205341.6283,0,0,2.416666667,0,0,0,0,0,5,0,0,B,580,140,25034.48276,1790.909091
Y,7319,34,0,1,V5Y1R8,1,0,0,1298.176667,0,24.99,1385.004167,1,0,0,140.6416667,1,0,0,0,0.083333333,4.5,11.08333333,0.916666667,2.5,0,4,0,0,D,640,300,37010.9375,2517.391304
Y,7325,43,0,1,V3S4W5,1,1,0,84.29333333,1,0,961.6433333,0,36252.22333,0,6416.048333,0,162432.3708,0,0,1.916666667,4.083333333,54.91666667,4.666666667,8.333333333,0,5.4,-1,-1,B,870,330,34066.66667,1128.125
Y,7340,60,1,0,V5P2X1,1,0,0,915.9266667,0,3368.794167,29576.6575,1,0,1,0,1,0,0,0,9,0.333333333,0.5,0,0,0,3.9,1,0,C,860,370,23072.09302,2810.344828
N,7346,28,1,0,V6R3A1,1,1,0,3593.096667,1,0,3682.054167,1,0,1,0,1,0,0,0,1.666666667,5.416666667,14.5,3.833333333,0,0,2,0,0,D,570,260,48482.45614,5173.809524
N,7350,49,1,0,V3H3T7,1,1,0,2036.7775,0,953.8133333,3355.1375,1,0,0,0,1,0,0,0,1.25,1.666666667,15.5,3.916666667,0,0,3.7,-1,-3,D,450,210,39193.33333,3456.521739
Y,7353,56,1,0,V5R5J6,1,0,0,2452.706667,0,0,2511.636667,1,0,0,254926.93,0,231679.686,1,0,7.666666667,0,0,10.25,0,0,4,0,1,A,900,380,23246.66667,1690.909091
Y,7360,35,1,0,V3H5B7,1,1,0,0,0,219.4216667,606.9341667,1,0,0,3419.5975,0,129019.7917,0,0,0.083333333,7.75,15.5,1.916666667,8.75,0,5,0,0,C,880,400,36070.45455,2347.222222
N,7361,46,0,1,V4C5B9,1,1,0,0,1,0,192.085,1,0,0,6158.779167,0,166824.3775,0,0,0.583333333,2.5,0.083333333,1.833333333,0,0,4,0,1,B,810,330,29425.92593,1490.322581
N,7366,51,0,1,V5Y2B1,1,1,0,511.0316667,0,0,629.4766667,0,4958.3325,0,0,1,0,0,0,0.833333333,8,11.33333333,5.583333333,0,0,5,0,0,D,670,320,40631.34328,4797.297297
N,7371,50,1,0,V6R1S1,1,0,0,6843.536667,0,0,6989.424167,1,0,1,0,1,0,0,0,0.416666667,13.25,4.583333333,7.833333333,0,0,3,0,0,D,620,290,46235.48387,4903.125
Y,7388,30,1,0,V5A4B8,1,1,0,1067.330833,0,0,1118.013333,1,0,1,0,1,0,0,0,3.333333333,5.833333333,31.58333333,7.583333333,4.416666667,0,2.3,1,1,E,750,360,37370.66667,2160
N,7390,63,1,0,V3T3G4,1,0,0,48.38,1,0,157.9641667,1,0,1,0,1,0,0,0,1.666666667,0,0,0.416666667,0,0,2,0,0,E,840,320,23792.85714,1544.827586
N,7392,49,0,1,V5C3J5,1,1,0,1321.0025,0,0,1423.635,1,0,1,0,1,0,0,0,2.833333333,1.416666667,3.25,1.083333333,3.166666667,0,3,0,0,D,220,100,28363.63636,3210.526316
Y,7396,37,1,0,V3C5V2,1,1,0,6684.526667,0,2900.100833,9651.09,1,0,1,0,1,0,0,0,0.166666667,1.25,8.833333333,0.833333333,2.416666667,0,3,0,0,D,1140,540,37857.89474,3772.857143
N,7405,63,1,0,V5R3J7,0,0,0,2330.970833,1,0,2625.8275,1,0,1,0,0,36959.3475,0,0,0.833333333,0,0,0,0,0,3,0,0,D,840,410,25298.80952,2668.656716
N,7410,60,0,1,V5M2T4,1,0,0,3164.338333,0,326.0258333,3615.356667,1,0,0,0,1,0,0,0,4.166666667,0.833333333,0,2.666666667,0,0,4,0,0,D,770,370,25316.88312,2705.084746
N,7415,66,0,1,V4K5C3,1,0,0,6715.050833,1,0,7239.0425,1,0,0,0,1,0,0,0,3,1.083333333,6.666666667,2.583333333,0,0,3,0,-1,D,12360,5590,35911.00324,3229.787234
Y,7416,52,1,0,V6J4T2,1,1,0,999.9141667,0,0.01,4923.906667,1,0,0,2012.005,0,85699.18167,0,0,5.75,4.583333333,25.58333333,4.25,0.416666667,0,6,0,0,B,240,100,47379.16667,19818.18182
Y,7428,48,0,1,V6E1K5,1,0,0,1234.021667,1,0,4755.300833,1,0,1,0,1,0,0,0,5.333333333,3.916666667,0.416666667,11.66666667,0,0,3,0,6,D,320,120,26746.875,2861.538462
N,7433,32,1,0,V5R5N8,1,1,0,272.3033333,0,0.98,367.2108333,0,20836.67667,0,79.34,1,0,1,0,0.083333333,5.916666667,9.166666667,3.75,0.083333333,0,5,0,0,C,920,380,24445.65217,2088.888889
Y,7450,47,0,1,V3B1L4,1,1,0,0,1,0,131.77,0,3244.428889,0,14631.68167,0,184214.1,0,0,9.166666667,11.41666667,35.25,0.25,0.333333333,0,4.9,1,1,A,910,330,29349.45055,1335.483871
